WeekEnd Date  ,National Prime,National Choice,National Select,National Other,Reg 1-5 Prime,Reg 1-5 Choice,Reg 1-5 Select,Reg 1-5 Other,Reg 6 Prime,Reg 6 Choice,Reg 6 Select,Reg 6 Other,Reg 7-8 Prime,Reg 7-8 Choice,Reg 7-8 Select,Reg 7-8 Other,Region 9-10 Prime,Region 9-10 Choice,Region 9-10 Select,Region 9-10 Other,Nebraska Prime,Nebraska Choice,Nebraska Select,Nebraska Other,Kansas Prime,Kansas Choice,Kansas Select,Kansas Other,Texas Prime,Texas Choice,Texas Select,Texas Other,YG 1,YG 2,YG 3,YG 4,YG 5,YG 1-5,No YG,% Fed Cattle YG,Upper 2/3 Choice,Schedule GLA,Class Total Reg 1-5,Steer Reg 1-5,Heifer Reg 1-5,Dairy Cow Reg 1-5,Other Cow Reg 1-5,Bulls Reg 1-5,Class Total Reg 6,Steer Reg 6,Heifer Reg 6,Dairy Cow Reg 6,Other Cow Reg 6,Bulls Reg 6,Class Total Reg 7-8,Steer Reg 7-8,Heifer Reg 7-8,Dairy Cow Reg 7-8,Other Cow Reg 7-8,Bulls Reg 7-8,Class Total Reg 9-10,Steer Reg 9-10,Heifer Reg 9-10,Dairy Cow Reg 9-10,Other Cow Reg 9-10,Bulls Reg 9-10,Total %,Total Steer %,Total Heifer %,Total Dairy Cow %,Total Other Cow %,Total Bulls %,Total Head,Total Steer Head,Total Heifer Head,Total Dairy Cow Head,Total Other Cow Head,Total Bull Head
2/19/2016,5.79%,71.96%,16.83%,5.41%,14.39%,68.10%,10.49%,7.01%,1.77%,64.24%,30.01%,3.97%,5.15%,74.27%,14.92%,5.66%,9.29%,73.43%,12.90%,4.37%,5.84%,71.59%,13.56%,9.00%,4.62%,78.10%,14.86%,2.43%,1.72%,64.53%,30.10%,3.66%,,,,,,,,,29.35%,63.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2016,5.51%,70.96%,17.98%,5.55%,13.86%,68.05%,11.26%,6.82%,1.60%,62.70%,31.87%,3.84%,4.70%,73.43%,15.90%,5.98%,10.01%,72.34%,13.53%,4.12%,5.28%,70.78%,14.64%,9.30%,3.94%,77.30%,16.40%,2.36%,1.52%,62.91%,31.95%,3.62%,,,,,,,,,28.63%,63.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2016,5.49%,70.25%,18.56%,5.71%,12.95%,68.88%,11.06%,7.11%,2.00%,61.79%,32.45%,3.76%,4.86%,72.72%,16.30%,6.11%,9.54%,71.07%,14.19%,5.20%,5.49%,71.30%,14.42%,8.80%,4.01%,75.92%,17.18%,2.89%,1.93%,62.02%,32.59%,3.46%,,,,,,,,,27.18%,61.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2016,5.68%,70.57%,17.97%,5.78%,12.38%,69.01%,11.55%,7.05%,1.65%,63.07%,31.40%,3.88%,5.38%,72.34%,16.03%,6.25%,8.69%,73.47%,13.65%,4.20%,5.96%,71.48%,13.61%,8.95%,4.02%,74.42%,18.18%,3.38%,1.55%,63.32%,31.49%,3.64%,,,,,,,,,28.30%,60.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2016,5.34%,70.72%,17.95%,5.98%,11.63%,69.73%,11.46%,7.18%,1.47%,62.98%,31.78%,3.78%,5.14%,72.69%,15.80%,6.37%,7.71%,71.59%,14.71%,5.99%,5.93%,70.62%,14.18%,9.26%,3.65%,76.20%,17.13%,3.03%,1.35%,63.01%,31.86%,3.77%,,,,,,,,,27.54%,61.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2016,5.52%,69.59%,18.26%,6.63%,12.23%,66.59%,11.20%,9.98%,1.72%,64.09%,30.59%,3.60%,5.22%,71.38%,16.03%,7.37%,8.78%,72.70%,14.63%,3.88%,6.00%,69.78%,14.50%,9.72%,3.94%,76.61%,16.26%,3.19%,1.68%,64.06%,30.64%,3.62%,,,,,,,,,27.88%,61.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2016,5.55%,70.91%,17.89%,5.64%,12.05%,69.09%,11.18%,7.68%,1.73%,62.23%,31.59%,4.45%,5.28%,73.42%,15.45%,5.85%,8.96%,71.58%,15.46%,3.99%,6.01%,71.22%,14.17%,8.60%,3.96%,77.56%,15.88%,2.60%,1.58%,62.25%,31.73%,4.43%,,,,,,,,,27.31%,58.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2016,5.57%,70.23%,18.27%,5.94%,12.90%,69.94%,10.88%,6.28%,1.76%,63.98%,30.10%,4.16%,5.28%,72.16%,16.26%,6.30%,8.58%,69.69%,14.78%,6.96%,6.13%,69.83%,14.68%,9.36%,3.84%,75.24%,17.94%,2.98%,1.67%,64.05%,30.15%,4.13%,,,,,,,,,26.56%,56.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2016,5.21%,68.98%,20.09%,5.72%,11.59%,71.10%,11.60%,5.71%,1.45%,58.69%,35.36%,4.50%,5.22%,71.60%,17.09%,6.08%,7.56%,69.79%,17.07%,5.58%,5.86%,68.46%,16.58%,9.09%,3.74%,75.46%,17.50%,3.30%,1.35%,58.72%,35.42%,4.50%,,,,,,,,,26.35%,57.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2016,5.55%,68.79%,20.36%,5.30%,11.78%,70.43%,11.55%,6.24%,1.65%,59.00%,34.43%,4.92%,5.59%,71.28%,17.72%,5.41%,9.01%,71.03%,15.71%,4.25%,6.94%,69.20%,15.93%,7.93%,3.74%,75.36%,18.58%,2.32%,1.51%,59.09%,34.52%,4.89%,,,,,,,,,27.51%,58.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2016,5.18%,68.01%,21.20%,5.62%,11.51%,70.61%,11.91%,5.97%,1.46%,60.47%,33.61%,4.45%,4.99%,69.86%,19.23%,5.92%,9.69%,67.99%,16.85%,5.47%,5.76%,66.77%,19.37%,8.10%,3.65%,73.81%,18.65%,3.89%,1.42%,60.47%,33.64%,4.47%,,,,,,,,,27.19%,57.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2016,5.04%,68.37%,21.49%,5.10%,13.40%,70.39%,10.81%,5.40%,1.28%,59.10%,34.98%,4.64%,4.84%,70.87%,19.32%,4.98%,6.59%,68.41%,17.85%,7.14%,5.61%,66.91%,20.06%,7.43%,3.38%,76.36%,18.17%,2.10%,1.19%,59.18%,35.09%,4.54%,,,,,,,,,27.60%,58.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2016,5.53%,68.96%,20.74%,4.76%,11.82%,71.29%,11.29%,5.60%,1.62%,61.33%,32.30%,4.76%,5.48%,70.69%,19.03%,4.80%,9.25%,70.96%,16.36%,3.43%,5.98%,67.40%,19.30%,7.32%,3.66%,75.35%,18.64%,2.36%,1.51%,61.33%,32.52%,4.65%,,,,,,,,,28.16%,59.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2016,5.09%,68.17%,21.95%,4.78%,11.66%,70.61%,12.52%,5.22%,1.93%,61.76%,32.30%,4.01%,4.90%,69.32%,21.05%,4.73%,6.17%,69.85%,17.37%,6.60%,5.47%,65.58%,21.75%,7.20%,3.31%,75.09%,19.05%,2.55%,1.74%,61.84%,32.49%,3.93%,,,,,,,,,26.97%,59.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2016,5.23%,68.49%,21.51%,4.77%,13.27%,71.57%,10.08%,5.08%,1.58%,59.47%,33.93%,5.02%,4.86%,70.29%,20.11%,4.73%,8.61%,70.55%,16.65%,4.20%,5.05%,66.37%,22.15%,6.43%,3.72%,75.98%,17.78%,2.52%,1.49%,59.46%,34.00%,5.05%,,,,,,,,,28.33%,60.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2016,4.88%,69.16%,21.25%,4.71%,11.09%,71.78%,12.24%,4.88%,1.91%,63.61%,30.72%,3.76%,4.57%,69.87%,20.48%,5.08%,8.76%,74.91%,12.98%,3.35%,4.95%,67.34%,21.92%,5.79%,2.90%,73.33%,18.63%,5.14%,1.81%,63.55%,30.85%,3.79%,,,,,,,,,28.01%,62.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2016,4.95%,68.87%,20.87%,5.31%,11.68%,71.92%,11.43%,4.96%,2.11%,64.47%,28.91%,4.52%,4.58%,69.23%,20.35%,5.84%,7.61%,72.90%,16.83%,2.65%,5.18%,68.25%,20.71%,5.86%,2.51%,71.50%,18.71%,7.27%,2.05%,64.39%,29.02%,4.54%,,,,,,,,,28.21%,62.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2016,4.88%,69.17%,21.45%,4.50%,12.98%,71.05%,11.92%,4.05%,2.10%,62.68%,30.91%,4.31%,4.29%,70.44%,20.44%,4.84%,7.47%,71.65%,18.35%,2.53%,5.17%,69.93%,21.21%,3.68%,2.63%,72.83%,18.08%,6.46%,2.00%,62.69%,30.99%,4.32%,,,,,,,,,29.15%,63.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2016,4.64%,69.96%,20.95%,4.45%,11.35%,69.38%,12.46%,6.80%,2.21%,63.43%,29.89%,4.46%,4.25%,71.70%,19.79%,4.26%,5.69%,71.98%,19.26%,3.06%,4.67%,70.34%,21.01%,3.97%,2.65%,73.92%,17.90%,5.53%,2.11%,63.52%,29.90%,4.47%,,,,,,,,,29.30%,64.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2016,4.29%,70.09%,20.89%,4.74%,11.93%,71.97%,11.45%,4.65%,1.95%,63.97%,30.17%,3.91%,3.58%,71.15%,20.12%,5.15%,7.78%,73.58%,15.66%,2.98%,4.10%,71.63%,20.22%,4.04%,2.25%,70.91%,19.56%,7.27%,1.91%,63.88%,30.30%,3.92%,,,,,,,,,29.29%,63.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2016,4.41%,71.79%,20.40%,3.40%,11.78%,73.26%,11.06%,3.90%,1.80%,62.69%,31.14%,4.37%,3.69%,73.65%,19.49%,3.16%,8.35%,74.06%,14.81%,2.79%,3.73%,71.65%,20.15%,4.47%,2.95%,75.80%,19.28%,1.98%,1.75%,62.58%,31.26%,4.40%,,,,,,,,,29.43%,64.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2016,4.87%,71.83%,19.70%,3.60%,11.84%,71.91%,11.29%,4.96%,1.93%,64.28%,29.89%,3.90%,4.24%,74.13%,18.39%,3.24%,8.68%,70.99%,16.13%,4.20%,3.75%,72.57%,19.96%,3.73%,3.70%,76.41%,17.79%,2.10%,1.89%,64.25%,29.95%,3.91%,,,,,,,,,29.72%,63.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2016,4.79%,72.18%,19.48%,3.55%,11.84%,71.92%,11.94%,4.30%,1.92%,62.75%,30.47%,4.86%,4.22%,74.67%,18.03%,3.07%,8.59%,73.66%,14.11%,3.64%,4.07%,73.04%,19.02%,3.87%,3.87%,77.58%,16.32%,2.23%,1.84%,62.71%,30.56%,4.88%,,,,,,,,,30.52%,65.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2016,4.97%,72.00%,19.51%,3.53%,11.60%,73.36%,11.63%,3.40%,1.84%,63.47%,30.14%,4.54%,4.68%,73.95%,18.09%,3.28%,7.54%,72.29%,16.56%,3.61%,3.99%,71.97%,19.91%,4.13%,4.29%,77.02%,16.20%,2.49%,1.77%,63.36%,30.33%,4.54%,,,,,,,,,30.41%,66.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2016,5.02%,70.87%,20.22%,3.89%,13.51%,71.46%,11.00%,4.03%,1.80%,60.59%,32.16%,5.45%,4.28%,73.41%,18.79%,3.51%,9.53%,72.51%,14.73%,3.22%,4.09%,72.41%,19.28%,4.23%,3.34%,75.48%,18.22%,2.96%,1.76%,60.46%,32.30%,5.48%,,,,,,,,,29.69%,66.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2016,5.43%,70.71%,19.49%,4.38%,12.74%,71.64%,10.75%,4.87%,1.92%,61.41%,31.53%,5.14%,4.97%,73.09%,17.79%,4.15%,9.00%,70.53%,16.49%,3.98%,4.48%,72.31%,18.59%,4.62%,4.12%,74.59%,17.60%,3.69%,1.82%,61.32%,31.70%,5.17%,,,,,,,,,30.34%,64.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2016,5.37%,71.32%,19.12%,4.19%,12.24%,73.75%,9.82%,4.19%,1.86%,61.45%,31.34%,5.35%,5.24%,73.48%,17.26%,4.02%,7.58%,72.93%,16.61%,2.89%,4.72%,72.31%,17.82%,5.15%,4.42%,75.52%,17.20%,2.86%,1.80%,61.37%,31.48%,5.35%,,,,,,,,,30.96%,66.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2016,5.66%,70.65%,19.04%,4.66%,13.80%,71.48%,10.04%,4.68%,1.83%,60.95%,31.66%,5.56%,5.42%,72.69%,17.39%,4.50%,5.99%,71.24%,18.65%,4.12%,4.96%,71.88%,17.76%,5.40%,4.28%,74.41%,17.49%,3.82%,1.71%,60.87%,31.84%,5.58%,,,,,,,,,31.43%,61.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2016,5.50%,70.38%,19.61%,4.51%,12.10%,71.15%,11.83%,4.91%,1.67%,61.87%,31.95%,4.51%,5.46%,72.77%,17.21%,4.56%,7.92%,69.22%,19.34%,3.52%,5.20%,70.66%,17.73%,6.41%,4.40%,75.70%,16.90%,2.99%,1.57%,61.71%,32.20%,4.53%,,,,,,,,,30.21%,65.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2016,5.80%,71.06%,18.77%,4.37%,12.65%,70.19%,9.68%,7.48%,1.76%,60.53%,32.91%,4.80%,5.56%,73.65%,16.81%,3.98%,8.68%,71.19%,16.75%,3.39%,5.43%,72.25%,17.35%,4.97%,4.61%,75.94%,16.13%,3.32%,1.65%,60.50%,33.04%,4.81%,,,,,,,,,31.44%,65.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2016,5.55%,69.96%,19.74%,4.75%,13.05%,70.12%,10.68%,6.15%,1.50%,60.97%,32.46%,5.07%,5.44%,72.32%,17.74%,4.50%,9.82%,72.35%,13.26%,4.57%,5.36%,71.46%,17.58%,5.60%,4.72%,74.51%,17.11%,3.66%,1.38%,60.93%,32.61%,5.09%,,,,,,,,,30.22%,66.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2016,5.73%,69.79%,19.96%,4.52%,13.62%,70.39%,10.83%,5.17%,1.49%,60.07%,33.69%,4.75%,5.51%,72.17%,17.83%,4.48%,8.91%,70.03%,17.54%,3.52%,5.91%,71.46%,17.50%,5.13%,4.33%,74.47%,17.33%,3.87%,1.36%,59.97%,33.89%,4.78%,,,,,,,,,28.38%,64.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2016,6.13%,70.54%,18.57%,4.76%,13.64%,68.94%,11.77%,5.64%,1.74%,62.67%,31.22%,4.37%,6.08%,72.65%,16.46%,4.81%,7.87%,72.62%,15.37%,4.14%,6.26%,72.34%,15.38%,6.01%,4.66%,75.12%,17.05%,3.18%,1.55%,62.74%,31.49%,4.22%,,,,,,,,,29.54%,65.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,5.48%,70.24%,19.36%,4.92%,12.41%,70.74%,11.53%,5.31%,1.54%,60.12%,32.77%,5.56%,5.63%,72.61%,17.03%,4.73%,5.63%,74.35%,15.50%,4.53%,5.97%,72.65%,16.01%,5.37%,4.29%,74.67%,17.68%,3.36%,1.43%,60.02%,32.95%,5.60%,,,,,,,,,28.66%,64.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,6.11%,69.28%,19.31%,5.31%,12.51%,70.78%,11.35%,5.37%,1.64%,60.94%,32.89%,4.53%,6.29%,70.66%,17.35%,5.70%,6.37%,73.81%,16.41%,3.41%,6.08%,70.03%,15.69%,8.20%,4.97%,72.68%,19.18%,3.17%,1.49%,60.79%,33.15%,4.57%,,,,,,,,,27.76%,64.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2016,6.00%,69.22%,20.18%,4.60%,13.04%,70.22%,11.31%,5.42%,1.47%,60.10%,34.37%,4.06%,6.13%,71.24%,18.17%,4.46%,6.62%,70.50%,16.72%,6.16%,6.93%,71.79%,15.87%,5.41%,4.69%,73.21%,19.37%,2.72%,1.29%,59.97%,34.65%,4.09%,,,,,,,,,25.53%,58.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2016,6.01%,69.97%,19.45%,4.56%,12.91%,68.49%,11.99%,6.62%,1.52%,60.49%,34.19%,3.81%,6.26%,72.28%,16.86%,4.60%,7.17%,73.78%,15.27%,3.78%,7.23%,72.36%,14.92%,5.49%,4.86%,74.54%,17.63%,2.98%,1.35%,60.40%,34.43%,3.82%,,,,,,,,,27.29%,62.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2016,6.60%,69.73%,18.99%,4.68%,12.41%,71.36%,11.48%,4.75%,1.51%,61.79%,33.44%,3.26%,7.12%,71.31%,16.54%,5.02%,6.87%,72.00%,16.28%,4.85%,8.17%,71.03%,14.17%,6.63%,4.91%,72.85%,18.81%,3.43%,1.33%,61.68%,33.71%,3.28%,,,,,,,,,27.24%,63.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2016,6.66%,70.79%,18.05%,4.49%,13.55%,69.59%,11.32%,5.54%,1.26%,61.05%,33.42%,4.27%,6.77%,73.00%,15.79%,4.44%,8.36%,71.95%,15.53%,4.17%,8.57%,72.43%,13.22%,5.78%,4.58%,75.40%,17.13%,2.89%,1.16%,61.05%,33.69%,4.10%,,,,,,,,,26.55%,62.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2016,6.80%,69.36%,18.88%,4.96%,13.08%,68.90%,11.11%,6.91%,1.77%,62.15%,31.86%,4.22%,7.06%,71.07%,16.94%,4.93%,8.75%,71.07%,15.49%,4.69%,8.27%,71.38%,13.74%,6.61%,4.17%,72.07%,20.40%,3.36%,1.58%,62.05%,32.16%,4.21%,,,,,,,,,26.79%,63.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2016,6.92%,70.76%,17.93%,4.39%,13.86%,69.32%,11.02%,5.80%,1.64%,64.02%,30.81%,3.54%,7.26%,72.50%,15.70%,4.53%,7.58%,72.56%,16.55%,3.32%,8.87%,72.55%,12.43%,6.14%,4.36%,74.46%,18.39%,2.79%,1.44%,63.91%,31.10%,3.54%,,,,,,,,,27.10%,64.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2016,6.63%,69.17%,19.33%,4.86%,13.03%,69.42%,12.20%,5.34%,1.50%,59.37%,35.03%,4.10%,6.78%,71.37%,16.75%,5.10%,9.01%,71.73%,15.44%,3.82%,8.09%,70.98%,13.57%,7.37%,4.84%,73.59%,18.65%,2.92%,1.34%,59.29%,35.27%,4.10%,,,,,,,,,26.90%,66.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,6.90%,69.98%,18.23%,4.90%,14.09%,69.78%,10.30%,5.83%,1.55%,61.42%,32.94%,4.10%,7.11%,71.82%,16.03%,5.03%,8.36%,73.91%,13.35%,4.39%,8.56%,70.45%,13.20%,7.79%,4.90%,74.24%,18.15%,2.70%,1.41%,61.27%,33.23%,4.09%,,,,,,,,,27.28%,63.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,6.44%,69.71%,18.84%,5.01%,12.15%,68.82%,11.29%,7.74%,1.63%,59.38%,34.96%,4.03%,6.66%,72.35%,15.99%,4.99%,9.01%,72.50%,14.31%,4.17%,7.81%,71.96%,13.09%,7.13%,4.55%,74.59%,18.35%,2.51%,1.40%,59.30%,35.26%,4.04%,,,,,,,,,27.53%,64.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2016,6.09%,70.37%,18.94%,4.60%,12.41%,71.24%,10.56%,5.79%,1.54%,58.57%,35.69%,4.20%,6.43%,73.13%,15.84%,4.59%,6.30%,73.59%,16.00%,4.11%,7.75%,72.60%,13.15%,6.49%,4.37%,75.42%,17.76%,2.45%,1.43%,58.45%,35.90%,4.23%,,,,,,,,,27.21%,57.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2016,6.07%,71.49%,17.92%,4.52%,12.78%,70.64%,11.06%,5.52%,2.02%,61.67%,32.76%,3.56%,6.08%,73.71%,15.52%,4.69%,7.40%,76.29%,12.29%,4.02%,6.88%,73.05%,12.90%,7.16%,4.14%,75.15%,17.98%,2.73%,1.88%,61.69%,32.92%,3.51%,,,,,,,,,27.28%,64.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2017,6.01%,72.93%,16.71%,4.35%,12.42%,71.59%,10.25%,5.74%,1.88%,63.16%,31.65%,3.32%,6.10%,75.20%,14.30%,4.40%,5.84%,75.30%,14.53%,4.33%,6.81%,73.46%,12.43%,7.30%,4.11%,77.80%,15.89%,2.20%,1.75%,63.13%,31.82%,3.31%,,,,,,,,,29.16%,66.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2017,6.11%,72.75%,16.77%,4.37%,13.01%,70.91%,10.93%,5.15%,1.71%,63.06%,31.92%,3.31%,6.05%,75.36%,13.99%,4.60%,8.09%,74.45%,13.66%,3.80%,7.54%,74.55%,10.98%,6.93%,3.95%,77.24%,16.51%,2.31%,1.58%,63.03%,32.16%,3.23%,,,,,,,,,28.78%,64.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2017,6.43%,74.49%,16.08%,2.99%,12.89%,70.83%,10.77%,5.50%,1.85%,64.99%,29.96%,3.20%,6.48%,77.92%,13.28%,2.32%,8.38%,72.23%,14.37%,5.02%,7.35%,74.11%,11.58%,6.96%,3.95%,78.65%,15.43%,1.97%,1.75%,64.85%,30.17%,3.23%,,,,,,,,,29.20%,64.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2017,6.29%,73.02%,16.48%,4.22%,13.02%,72.02%,10.64%,4.31%,1.80%,63.23%,31.45%,3.52%,6.14%,75.90%,13.55%,4.40%,9.53%,72.12%,14.23%,4.11%,7.32%,74.82%,11.91%,5.95%,4.13%,78.14%,15.70%,2.03%,1.70%,63.22%,31.63%,3.45%,,,,,,,,,28.94%,63.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2017,6.41%,72.79%,15.80%,5.00%,12.24%,71.22%,12.21%,4.33%,1.67%,64.18%,30.75%,3.40%,6.41%,75.72%,12.66%,5.22%,9.44%,68.63%,14.49%,7.44%,7.58%,74.47%,10.91%,7.04%,4.87%,78.74%,14.18%,2.22%,1.56%,64.04%,31.01%,3.39%,,,,,,,,,27.70%,64.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2017,6.37%,73.11%,15.50%,5.01%,12.83%,69.91%,11.92%,5.34%,1.85%,64.76%,29.83%,3.57%,6.22%,76.11%,12.35%,5.32%,9.76%,69.87%,15.18%,5.20%,6.99%,75.17%,10.69%,7.16%,4.53%,78.93%,14.34%,2.20%,1.74%,64.69%,30.01%,3.56%,,,,,,,,,27.57%,64.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2017,6.17%,72.78%,15.98%,5.07%,13.44%,71.30%,9.73%,5.53%,1.88%,64.80%,29.90%,3.41%,5.96%,75.37%,13.24%,5.42%,8.76%,70.58%,15.40%,5.26%,7.20%,74.98%,10.36%,7.46%,4.36%,77.44%,16.03%,2.16%,1.81%,64.67%,30.12%,3.40%,,,,,,,,,29.64%,63.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2017,6.18%,73.26%,15.70%,4.86%,11.86%,72.05%,11.72%,4.37%,1.94%,65.19%,30.10%,2.77%,6.17%,75.86%,12.59%,5.38%,8.71%,70.75%,14.78%,5.77%,7.37%,74.67%,10.40%,7.55%,4.21%,78.65%,14.98%,2.16%,1.85%,65.13%,30.28%,2.73%,,,,,,,,,28.86%,64.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2017,6.37%,72.77%,16.90%,3.96%,13.56%,72.82%,10.77%,2.85%,2.02%,62.67%,32.07%,3.25%,6.39%,75.74%,13.66%,4.22%,8.60%,71.97%,14.45%,4.98%,7.82%,76.80%,11.00%,4.38%,4.06%,76.74%,16.75%,2.45%,1.93%,62.57%,32.28%,3.22%,,,,,,,,,29.44%,64.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2017,6.18%,72.75%,15.87%,5.20%,12.45%,71.85%,11.04%,4.65%,2.04%,65.37%,29.40%,3.19%,5.98%,74.80%,13.40%,5.82%,9.35%,72.45%,13.25%,4.96%,7.24%,74.30%,10.59%,7.87%,4.31%,77.01%,16.28%,2.40%,1.92%,65.41%,29.55%,3.12%,,,,,,,,,28.94%,62.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017,6.25%,72.35%,16.48%,4.92%,12.35%,72.51%,11.01%,4.13%,2.06%,64.52%,29.85%,3.58%,6.27%,74.57%,13.94%,5.22%,8.83%,70.84%,13.90%,6.43%,7.73%,73.94%,11.70%,6.63%,4.35%,76.84%,16.67%,2.14%,1.93%,64.49%,30.10%,3.47%,,,,,,,,,28.86%,63.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017,5.78%,71.65%,17.38%,5.19%,11.96%,72.77%,10.27%,5.00%,1.75%,63.76%,31.19%,3.30%,5.76%,73.57%,14.86%,5.80%,8.15%,73.10%,14.04%,4.71%,6.90%,72.98%,12.28%,7.84%,3.86%,75.84%,17.95%,2.35%,1.67%,63.79%,31.30%,3.24%,,,,,,,,,27.72%,63.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2017,5.73%,70.75%,18.23%,5.29%,11.81%,71.64%,11.52%,5.02%,1.83%,63.28%,31.37%,3.52%,5.71%,73.24%,15.86%,5.19%,9.04%,66.31%,13.37%,11.28%,7.04%,73.45%,12.58%,6.92%,3.43%,74.69%,20.00%,1.88%,1.73%,63.29%,31.53%,3.46%,,,,,,,,,28.81%,62.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
